InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,Revenue
C542590,10003,HANGING HEART DECORATION LARGE,-11,2023-06-20 00:00,2.9,C14345,United Kingdom,Home Decor,-31.9
C542590,10035,PERSONALISED BIRTHDAY CARD BLUE,-3,2023-06-20 00:00,5.26,C14345,United Kingdom,Gifts & Cards,-15.78
C542590,10072,,-2,2023-06-20 00:00,2.3,C14345,United Kingdom,Stationery,-4.6
C542590,10027,GLASS STORAGE JARS SET,-3,2023-06-20 00:00,7.25,C14345,United Kingdom,Kitchen,-21.75
C542590,10017,SCENTED REED DIFFUSER,-5,2023-06-20 00:00,9.4,C14345,United Kingdom,Home Decor,-47.0
C542590,10088,WOOL FELT HAT,-9,2023-06-20 00:00,18.57,C14345,United Kingdom,Clothing,-167.13
C542590,10060,CLAY MODELLING KIT BLUE,-10,2023-06-20 00:00,12.8,C14345,United Kingdom,Toys & Games,-128.0
C542597,10052,PLUSH BEAR COLLECTION SMALL,-5,2023-09-03 00:00,16.71,C10388,United Kingdom,Toys & Games,-83.55000000000001
C542685,10047,WAX SEAL STAMP KIT BLUE,-10,2022-12-15 00:00,10.45,C13213,United Kingdom,Gifts & Cards,-104.5
C542807,10056,CARD GAME FAMILY FUN SMALL,-7,2024-07-04 00:00,23.59,C10261,Other,Toys & Games,-165.13
C542807,10034,PERSONALISED BIRTHDAY CARD SMALL,-3,2024-07-04 00:00,8.16,C10261,Other,Gifts & Cards,-24.48
C542807,10006,WOODEN PHOTO FRAME,-10,2024-07-04 00:00,11.45,C10261,Other,Home Decor,-114.5
C542824,10044,KRAFT PAPER ROLL SMALL,-5,2024-08-02 00:00,5.56,,Germany,Gifts & Cards,-27.8
C542824,10053,PLUSH BEAR COLLECTION BLUE,-8,2024-08-02 00:00,5.87,,Germany,Toys & Games,-46.96
C542824,10050,RETRO TIN TOY CAR BLUE,-1,2024-08-02 00:00,14.74,,Germany,Toys & Games,-14.74
C542824,10066,DESK ORGANISER BAMBOO RED,-8,2024-08-02 00:00,7.74,,Germany,Stationery,-61.92
C542824,10091,COTTON SLEEP MASK SET RED,-5,2024-08-02 00:00,12.34,,Germany,Clothing,-61.7
C542824,10032,VINTAGE RECIPE BOOK STAND GREEN,-10,2024-08-02 00:00,3.06,,Germany,Kitchen,-30.6
C542824,10083,BIRD FEEDER HANGING RED,-12,2024-08-02 00:00,9.9,,Germany,Garden,-118.8
C542824,10028,GLASS STORAGE JARS SET RED,-6,2024-08-02 00:00,12.36,,Germany,Kitchen,-74.16
C542824,10089,WOOL FELT HAT LARGE,-7,2024-08-02 00:00,39.47,,Germany,Clothing,-276.29
C542828,10033,VINTAGE RECIPE BOOK STAND BLUE,-8,2024-11-02 00:00,22.96,C13078,United Kingdom,Kitchen,-183.68
C542883,10045,LUXURY TISSUE PAPER SET GREEN,-8,2023-11-12 00:00,5.11,C13732,United Kingdom,Gifts & Cards,-40.88
C542883,10033,VINTAGE RECIPE BOOK STAND BLUE,-10,2023-11-12 00:00,22.96,C13732,United Kingdom,Kitchen,-229.6
C542883,10011,CERAMIC VASE SET SMALL,-2,2023-11-12 00:00,7.78,C13732,United Kingdom,Home Decor,-15.56
C542883,10046,WAX SEAL STAMP KIT LARGE,-1,2023-11-12 00:00,11.68,C13732,United Kingdom,Gifts & Cards,-11.68
C542883,10053,PLUSH BEAR COLLECTION BLUE,-6,2023-11-12 00:00,5.87,C13732,United Kingdom,Toys & Games,-35.22
C542883,10071,WASHI TAPE COLLECTION GREEN,-11,2023-11-12 00:00,3.87,C13732,United Kingdom,Stationery,-42.57
C542883,10062,FOAM DART BLASTER,-4,2023-11-12 00:00,18.32,C13732,United Kingdom,Toys & Games,-73.28
C543091,10031,COPPER MEASURING CUPS RED,-10,2022-12-05 00:00,20.81,C13464,United Kingdom,Kitchen,-208.1
C543091,10024,CAST IRON SKILLET SMALL,-4,2022-12-05 00:00,5.32,C13464,United Kingdom,Kitchen,-21.28
C543091,10002,VINTAGE CANDLE HOLDER BLUE,-9,2022-12-05 00:00,3.78,C13464,United Kingdom,Home Decor,-34.02
C543155,10007,WOODEN PHOTO FRAME LARGE,-8,2023-12-16 00:00,11.27,C10422,United Kingdom,Home Decor,-90.16
C543155,10011,CERAMIC VASE SET SMALL,-10,2023-12-16 00:00,7.78,C10422,United Kingdom,Home Decor,-77.8
C543155,10059,CLAY MODELLING KIT LARGE,-11,2023-12-16 00:00,6.02,C10422,United Kingdom,Toys & Games,-66.22
C543155,10034,PERSONALISED BIRTHDAY CARD SMALL,-2,2023-12-16 00:00,8.16,C10422,United Kingdom,Gifts & Cards,-16.32
C543155,10070,WASHI TAPE COLLECTION BLUE,-7,2023-12-16 00:00,5.43,C10422,United Kingdom,Stationery,-38.01
C543155,10035,PERSONALISED BIRTHDAY CARD BLUE,-9,2023-12-16 00:00,5.26,C10422,United Kingdom,Gifts & Cards,-47.34
C543155,10046,WAX SEAL STAMP KIT LARGE,-9,2023-12-16 00:00,11.68,C10422,United Kingdom,Gifts & Cards,-105.12
C543155,10086,CANVAS TOTE BAG PRINTED SMALL,-10,2023-12-16 00:00,7.17,C10422,United Kingdom,Clothing,-71.7
C543155,10013,STRING LIGHT GARLAND SMALL,-5,2023-12-16 00:00,6.71,C10422,United Kingdom,Home Decor,-33.55
C543155,10058,CLAY MODELLING KIT,-1,2023-12-16 00:00,16.19,C10422,United Kingdom,Toys & Games,-16.19
C543155,10071,WASHI TAPE COLLECTION GREEN,-2,2023-12-16 00:00,3.87,C10422,United Kingdom,Stationery,-7.74
C543155,10017,SCENTED REED DIFFUSER,-1,2023-12-16 00:00,9.4,C10422,United Kingdom,Home Decor,-9.4
C543155,10045,LUXURY TISSUE PAPER SET GREEN,-12,2023-12-16 00:00,5.11,C10422,United Kingdom,Gifts & Cards,-61.32000000000001
C543155,10010,METAL WALL CLOCK BLUE,-9,2023-12-16 00:00,2.58,C10422,United Kingdom,Home Decor,-23.22
C543173,10016,RUSTIC MIRROR FRAME BLUE,-5,2024-07-04 00:00,11.62,C12034,United Kingdom,Home Decor,-58.1
C543173,10040,RIBBON BUNDLE PACK LARGE,-6,2024-07-04 00:00,5.3,C12034,United Kingdom,Gifts & Cards,-31.8
C543173,10048,WOODEN PUZZLE ANIMALS SMALL,-11,2024-07-04 00:00,22.46,C12034,United Kingdom,Toys & Games,-247.06
C543173,10063,SPIRAL NOTEBOOK A5,-2,2024-07-04 00:00,6.03,C12034,United Kingdom,Stationery,-12.06
C543173,10060,CLAY MODELLING KIT BLUE,-9,2024-07-04 00:00,12.8,C12034,United Kingdom,Toys & Games,-115.2
C543173,10078,BUTTERFLY WIND SPINNER,-7,2024-07-04 00:00,11.38,C12034,United Kingdom,Garden,-79.66000000000001
C543181,10020,RETRO ENAMEL MUG LARGE,-1,2024-03-21 00:00,18.06,C13350,United Kingdom,Kitchen,-18.06
C543181,10060,CLAY MODELLING KIT BLUE,-3,2024-03-21 00:00,12.8,C13350,United Kingdom,Toys & Games,-38.400000000000006
C543181,10004,HANGING HEART DECORATION,-4,2024-03-21 00:00,3.67,C13350,United Kingdom,Home Decor,-14.68
C543246,10092,COTTON SLEEP MASK SET GREEN,-3,2024-09-09 00:00,23.51,C14362,United Kingdom,Clothing,-70.53
C543375,10044,KRAFT PAPER ROLL SMALL,-12,2023-09-29 00:00,5.56,C11124,United Kingdom,Gifts & Cards,-66.72
C543421,10015,RUSTIC MIRROR FRAME LARGE,-6,2023-11-06 00:00,12.59,C14028,United Kingdom,Home Decor,-75.53999999999999
C543421,10028,GLASS STORAGE JARS SET RED,-5,2023-11-06 00:00,12.36,C14028,United Kingdom,Kitchen,-61.8
C543605,10005,HANGING HEART DECORATION GREEN,-5,2023-11-01 00:00,5.41,,Switzerland,Home Decor,-27.05
C543617,10071,WASHI TAPE COLLECTION GREEN,-7,2024-02-13 00:00,3.87,C12356,Ireland,Stationery,-27.09
C543617,10013,STRING LIGHT GARLAND SMALL,-3,2024-02-13 00:00,6.71,C12356,Ireland,Home Decor,-20.13
C543617,10014,WICKER STORAGE BASKET GREEN,-11,2024-02-13 00:00,3.71,C12356,Ireland,Home Decor,-40.81
C543617,10073,FOUNTAIN PEN GIFT SET,-10,2024-02-13 00:00,3.13,C12356,Ireland,Stationery,-31.3
C543625,10027,GLASS STORAGE JARS SET,-11,2024-09-04 00:00,7.25,C13127,United Kingdom,Kitchen,-79.75
C543625,10025,CAST IRON SKILLET BLUE,-7,2024-09-04 00:00,9.85,C13127,United Kingdom,Kitchen,-68.95
C543625,10011,CERAMIC VASE SET SMALL,-4,2024-09-04 00:00,7.78,C13127,United Kingdom,Home Decor,-31.12
C543625,10083,BIRD FEEDER HANGING RED,500,2024-09-04 00:00,9.9,C13127,United Kingdom,Garden,4950.0
C543626,10085,CANVAS TOTE BAG PRINTED GREEN,-4,2022-12-27 00:00,39.55,C14757,United Kingdom,Clothing,-158.2
C543634,10065,STICKY NOTE PADS PACK SMALL,-8,2024-11-29 00:00,4.14,C13467,United Kingdom,Stationery,-33.12
C543634,10088,WOOL FELT HAT,-10,2024-11-29 00:00,18.57,C13467,United Kingdom,Clothing,-185.7
C543634,10011,CERAMIC VASE SET SMALL,-4,2024-11-29 00:00,7.78,C13467,United Kingdom,Home Decor,-31.12
C543634,10042,THANK YOU CARDS PACK 10 LARGE,-5,2024-11-29 00:00,6.35,C13467,United Kingdom,Gifts & Cards,-31.75
C543634,10079,BUTTERFLY WIND SPINNER LARGE,-12,2024-11-29 00:00,24.74,C13467,United Kingdom,Garden,-296.88
C543634,10050,RETRO TIN TOY CAR BLUE,-4,2024-11-29 00:00,14.74,C13467,United Kingdom,Toys & Games,-58.96
C543695,10080,SOLAR LIGHT STAKES 6PK LARGE,-6,2022-12-22 00:00,8.1,C11235,United Kingdom,Garden,-48.6
C543773,10083,BIRD FEEDER HANGING RED,-4,2022-12-14 00:00,9.9,C10335,United Kingdom,Garden,-39.6
C543859,10006,WOODEN PHOTO FRAME,-2,2024-06-02 00:00,11.45,,Other,Home Decor,-22.9
C543859,10077,GARDEN TOOL SET MINI,-4,2024-06-02 00:00,32.07,,Other,Garden,-128.28
C543859,10040,RIBBON BUNDLE PACK LARGE,-4,2024-06-02 00:00,5.3,,Other,Gifts & Cards,-21.2
C543859,10008,WOODEN PHOTO FRAME RED,96,2024-06-02 00:00,7.74,,Other,Home Decor,743.04
C543874,10088,WOOL FELT HAT,-5,2024-04-29 00:00,18.57,C14255,United Kingdom,Clothing,-92.85
C543962,10007,WOODEN PHOTO FRAME LARGE,-12,2023-08-08 00:00,11.27,C11468,France,Home Decor,-135.24
C543962,10091,COTTON SLEEP MASK SET RED,-3,2023-08-08 00:00,12.34,C11468,France,Clothing,-37.02
C543991,10086,CANVAS TOTE BAG PRINTED SMALL,-7,2023-08-09 00:00,7.17,,Netherlands,Clothing,-50.19
C543991,10040,RIBBON BUNDLE PACK LARGE,-2,2023-08-09 00:00,5.3,,Netherlands,Gifts & Cards,-10.6
C543991,10018,SCENTED REED DIFFUSER GREEN,-7,2023-08-09 00:00,12.87,,Netherlands,Home Decor,-90.09
C543991,10042,THANK YOU CARDS PACK 10 LARGE,-4,2023-08-09 00:00,6.35,,Netherlands,Gifts & Cards,-25.4
C543991,10034,PERSONALISED BIRTHDAY CARD SMALL,-9,2023-08-09 00:00,8.16,,Netherlands,Gifts & Cards,-73.44
C543991,10043,MINI GIFT BAGS ASSORTED,-3,2023-08-09 00:00,2.55,,Netherlands,Gifts & Cards,-7.649999999999999
C544114,10083,BIRD FEEDER HANGING RED,-6,2023-11-03 00:00,9.9,C11123,United Kingdom,Garden,-59.400000000000006
C544114,10024,CAST IRON SKILLET SMALL,-6,2023-11-03 00:00,5.32,C11123,United Kingdom,Kitchen,-31.92
C544114,10009,METAL WALL CLOCK LARGE,-5,2023-11-03 00:00,12.62,C11123,United Kingdom,Home Decor,-63.1
C544114,10076,SEED STARTER KIT SMALL,-11,2023-11-03 00:00,23.56,C11123,United Kingdom,Garden,-259.16
C544114,10064,BALLPOINT PEN SET 12 LARGE,-5,2023-11-03 00:00,6.28,C11123,United Kingdom,Stationery,-31.4
C544117,10016,RUSTIC MIRROR FRAME BLUE,-2,2023-05-19 00:00,11.62,C11525,United Kingdom,Home Decor,-23.24
C544117,10019,SCENTED REED DIFFUSER SMALL,-12,2023-05-19 00:00,10.23,C11525,United Kingdom,Home Decor,-122.76
C544220,10070,WASHI TAPE COLLECTION BLUE,-12,2024-03-11 00:00,5.43,C13612,United Kingdom,Stationery,-65.16
C544220,10001,VINTAGE CANDLE HOLDER SMALL,-3,2024-03-11 00:00,4.24,C13612,United Kingdom,Home Decor,-12.72
C544220,10006,WOODEN PHOTO FRAME,-9,2024-03-11 00:00,11.45,C13612,United Kingdom,Home Decor,-103.05
C544220,10048,WOODEN PUZZLE ANIMALS SMALL,-4,2024-03-11 00:00,22.46,C13612,United Kingdom,Toys & Games,-89.84
C544220,10088,WOOL FELT HAT,-3,2024-03-11 00:00,18.57,C13612,United Kingdom,Clothing,-55.71
C544220,10037,GIFT WRAP SET ASSORTED RED,-3,2024-03-11 00:00,2.41,C13612,United Kingdom,Gifts & Cards,-7.23
C544220,10073,FOUNTAIN PEN GIFT SET,-10,2024-03-11 00:00,3.13,C13612,United Kingdom,Stationery,-31.3
C544227,10090,LINEN APRON WITH POCKET RED,-11,2023-12-03 00:00,12.61,C11843,United Kingdom,Clothing,-138.70999999999998
C544227,10047,WAX SEAL STAMP KIT BLUE,-10,2023-12-03 00:00,10.45,C11843,United Kingdom,Gifts & Cards,-104.5
C544300,10018,SCENTED REED DIFFUSER GREEN,-11,2022-12-23 00:00,12.87,,Switzerland,Home Decor,-141.57
C544300,10086,CANVAS TOTE BAG PRINTED SMALL,-5,2022-12-23 00:00,7.17,,Switzerland,Clothing,-35.85
C544300,10015,RUSTIC MIRROR FRAME LARGE,-10,2022-12-23 00:00,12.59,,Switzerland,Home Decor,-125.9
C544300,10035,PERSONALISED BIRTHDAY CARD BLUE,-3,2022-12-23 00:00,5.26,,Switzerland,Gifts & Cards,-15.78
C544300,10058,CLAY MODELLING KIT,-3,2022-12-23 00:00,16.19,,Switzerland,Toys & Games,-48.57000000000001
C544300,10040,RIBBON BUNDLE PACK LARGE,-6,2022-12-23 00:00,5.3,,Switzerland,Gifts & Cards,-31.8
C544300,10070,WASHI TAPE COLLECTION BLUE,-10,2022-12-23 00:00,5.43,,Switzerland,Stationery,-54.3
C544300,10009,METAL WALL CLOCK LARGE,-11,2022-12-23 00:00,12.62,,Switzerland,Home Decor,-138.82
C544300,10074,FOUNTAIN PEN GIFT SET RED,-5,2022-12-23 00:00,4.97,,Switzerland,Stationery,-24.85
C544325,10090,LINEN APRON WITH POCKET RED,-9,2024-04-11 00:00,12.61,C10140,Australia,Clothing,-113.49
C544325,10058,CLAY MODELLING KIT,-7,2024-04-11 00:00,16.19,C10140,Australia,Toys & Games,-113.33
C544325,10037,GIFT WRAP SET ASSORTED RED,-11,2024-04-11 00:00,2.41,C10140,Australia,Gifts & Cards,-26.51
C544325,10051,RETRO TIN TOY CAR SMALL,-5,2024-04-11 00:00,15.25,C10140,Australia,Toys & Games,-76.25
C544410,10052,PLUSH BEAR COLLECTION SMALL,-8,2024-01-02 00:00,16.71,C14005,United Kingdom,Toys & Games,-133.68
C544425,10000,VINTAGE CANDLE HOLDER,-6,2022-12-22 00:00,5.56,C12250,United Kingdom,Home Decor,-33.36
C544425,10051,RETRO TIN TOY CAR SMALL,-1,2022-12-22 00:00,15.25,C12250,United Kingdom,Toys & Games,-15.25
C544425,10044,KRAFT PAPER ROLL SMALL,-5,2022-12-22 00:00,5.56,C12250,United Kingdom,Gifts & Cards,-27.8
C544460,10092,COTTON SLEEP MASK SET GREEN,-9,2023-11-03 00:00,23.51,C10495,United Kingdom,Clothing,-211.59
C544460,10055,CARD GAME FAMILY FUN LARGE,-8,2023-11-03 00:00,7.13,C10495,United Kingdom,Toys & Games,-57.04
C544502,10080,SOLAR LIGHT STAKES 6PK LARGE,-2,2024-01-18 00:00,8.1,C13565,United Kingdom,Garden,-16.2
C544502,10039,RIBBON BUNDLE PACK BLUE,-11,2024-01-18 00:00,10.86,C13565,United Kingdom,Gifts & Cards,-119.46
C544502,10028,GLASS STORAGE JARS SET RED,-1,2024-01-18 00:00,12.36,C13565,United Kingdom,Kitchen,-12.36
C544502,10085,CANVAS TOTE BAG PRINTED GREEN,-10,2024-01-18 00:00,39.55,C13565,United Kingdom,Clothing,-395.5
C544502,10076,SEED STARTER KIT SMALL,-12,2024-01-18 00:00,23.56,C13565,United Kingdom,Garden,-282.72
C544502,10047,WAX SEAL STAMP KIT BLUE,-7,2024-01-18 00:00,10.45,C13565,United Kingdom,Gifts & Cards,-73.14999999999999
C544502,10005,HANGING HEART DECORATION GREEN,-7,2024-01-18 00:00,5.41,C13565,United Kingdom,Home Decor,-37.870000000000005
C544502,10035,PERSONALISED BIRTHDAY CARD BLUE,-3,2024-01-18 00:00,5.26,C13565,United Kingdom,Gifts & Cards,-15.78
C544502,10045,LUXURY TISSUE PAPER SET GREEN,-3,2024-01-18 00:00,5.11,C13565,United Kingdom,Gifts & Cards,-15.330000000000002
C544502,10001,VINTAGE CANDLE HOLDER SMALL,-11,2024-01-18 00:00,4.24,C13565,United Kingdom,Home Decor,-46.64
C544584,10075,CERAMIC PLANT POT SET LARGE,-6,2024-10-23 00:00,10.83,C14495,United Kingdom,Garden,-64.98
C544604,10021,RETRO ENAMEL MUG RED,-9,2024-03-03 00:00,2.58,C13080,United Kingdom,Kitchen,-23.22
C544625,10073,FOUNTAIN PEN GIFT SET,-7,2022-12-26 00:00,3.13,C12987,United Kingdom,Stationery,-21.91
C544625,10057,CARD GAME FAMILY FUN RED,-3,2022-12-26 00:00,17.56,C12987,United Kingdom,Toys & Games,-52.67999999999999
C544643,10040,RIBBON BUNDLE PACK LARGE,-7,2022-12-02 00:00,5.3,C14607,United Kingdom,Gifts & Cards,-37.1
C544643,10091,COTTON SLEEP MASK SET RED,-9,2022-12-02 00:00,12.34,C14607,United Kingdom,Clothing,-111.06
C544643,10060,CLAY MODELLING KIT BLUE,-10,2022-12-02 00:00,12.8,C14607,United Kingdom,Toys & Games,-128.0
C544696,10054,PLUSH BEAR COLLECTION RED,-8,2024-11-29 00:00,19.88,C10785,Ireland,Toys & Games,-159.04
C544724,10037,GIFT WRAP SET ASSORTED RED,-11,2024-02-13 00:00,2.41,C10968,United Kingdom,Gifts & Cards,-26.51
C544764,10025,CAST IRON SKILLET BLUE,-7,2024-11-30 00:00,9.85,C13609,Australia,Kitchen,-68.95
C544788,10005,HANGING HEART DECORATION GREEN,-6,2023-05-13 00:00,5.41,C12826,United Kingdom,Home Decor,-32.46
C544982,10078,BUTTERFLY WIND SPINNER,-3,2023-06-16 00:00,11.38,C14624,Netherlands,Garden,-34.14
C544982,10061,FOAM DART BLASTER RED,-4,2023-06-16 00:00,9.5,C14624,Netherlands,Toys & Games,-38.0
C544982,10087,WOOL FELT HAT SMALL,-5,2023-06-16 00:00,21.1,C14624,Netherlands,Clothing,-105.5
C545001,10066,DESK ORGANISER BAMBOO RED,-5,2024-10-13 00:00,7.74,C12335,United Kingdom,Stationery,-38.7
C545001,10048,WOODEN PUZZLE ANIMALS SMALL,-7,2024-10-13 00:00,22.46,C12335,United Kingdom,Toys & Games,-157.22
C545001,10051,RETRO TIN TOY CAR SMALL,-6,2024-10-13 00:00,15.25,C12335,United Kingdom,Toys & Games,-91.5
C545001,10001,VINTAGE CANDLE HOLDER SMALL,-7,2024-10-13 00:00,4.24,C12335,United Kingdom,Home Decor,-29.68
C545001,10035,PERSONALISED BIRTHDAY CARD BLUE,-12,2024-10-13 00:00,5.26,C12335,United Kingdom,Gifts & Cards,-63.12
C545001,10086,CANVAS TOTE BAG PRINTED SMALL,-8,2024-10-13 00:00,7.17,C12335,United Kingdom,Clothing,-57.36
C545001,10011,CERAMIC VASE SET SMALL,-3,2024-10-13 00:00,7.78,C12335,United Kingdom,Home Decor,-23.34
C545019,10000,VINTAGE CANDLE HOLDER,-1,2023-12-02 00:00,5.56,C11370,Switzerland,Home Decor,-5.56
C545036,10031,COPPER MEASURING CUPS RED,-6,2023-05-08 00:00,20.81,C14142,United Kingdom,Kitchen,-124.86
C545036,10013,STRING LIGHT GARLAND SMALL,-8,2023-05-08 00:00,6.71,C14142,United Kingdom,Home Decor,-53.68
C545036,10087,WOOL FELT HAT SMALL,-6,2023-05-08 00:00,21.1,C14142,United Kingdom,Clothing,-126.6
C545036,10077,GARDEN TOOL SET MINI,-4,2023-05-08 00:00,32.07,C14142,United Kingdom,Garden,-128.28
C545036,10010,METAL WALL CLOCK BLUE,-3,2023-05-08 00:00,2.58,C14142,United Kingdom,Home Decor,-7.74
C545056,10020,RETRO ENAMEL MUG LARGE,-9,2023-12-12 00:00,18.06,C12455,United Kingdom,Kitchen,-162.54
C545056,10008,WOODEN PHOTO FRAME RED,-3,2023-12-12 00:00,7.74,C12455,United Kingdom,Home Decor,-23.22
C545056,10062,FOAM DART BLASTER,-11,2023-12-12 00:00,18.32,C12455,United Kingdom,Toys & Games,-201.52
C545056,10082,BIRD FEEDER HANGING GREEN,-3,2023-12-12 00:00,29.03,C12455,United Kingdom,Garden,-87.09
C545062,10090,LINEN APRON WITH POCKET RED,-12,2024-11-30 00:00,12.61,C14669,United Kingdom,Clothing,-151.32
C545062,10022,FLORAL TEA SET BLUE,-11,2024-11-30 00:00,24.65,C14669,United Kingdom,Kitchen,-271.15
C545062,10054,PLUSH BEAR COLLECTION RED,-12,2024-11-30 00:00,19.88,C14669,United Kingdom,Toys & Games,-238.56
C545062,10064,BALLPOINT PEN SET 12 LARGE,-2,2024-11-30 00:00,6.28,C14669,United Kingdom,Stationery,-12.56
C545066,10006,WOODEN PHOTO FRAME,-5,2023-06-27 00:00,11.45,C10323,United Kingdom,Home Decor,-57.25
C545070,10042,THANK YOU CARDS PACK 10 LARGE,-11,2024-07-05 00:00,6.35,C10109,United Kingdom,Gifts & Cards,-69.85
C545070,10060,CLAY MODELLING KIT BLUE,-7,2024-07-05 00:00,12.8,C10109,United Kingdom,Toys & Games,-89.60000000000001
C545070,10000,VINTAGE CANDLE HOLDER,-12,2024-07-05 00:00,5.56,C10109,United Kingdom,Home Decor,-66.72
C545070,10070,WASHI TAPE COLLECTION BLUE,-12,2024-07-05 00:00,5.43,C10109,United Kingdom,Stationery,-65.16
C545070,10063,SPIRAL NOTEBOOK A5,-5,2024-07-05 00:00,6.03,C10109,United Kingdom,Stationery,-30.15
C545070,10065,STICKY NOTE PADS PACK SMALL,-5,2024-07-05 00:00,4.14,C10109,United Kingdom,Stationery,-20.7
C545127,10061,FOAM DART BLASTER RED,-4,2023-03-02 00:00,9.5,,Spain,Toys & Games,-38.0
C545127,10032,VINTAGE RECIPE BOOK STAND GREEN,-3,2023-03-02 00:00,3.06,,Spain,Kitchen,-9.18
C545127,10022,FLORAL TEA SET BLUE,-3,2023-03-02 00:00,24.65,,Spain,Kitchen,-73.94999999999999
C545127,10008,WOODEN PHOTO FRAME RED,-8,2023-03-02 00:00,7.74,,Spain,Home Decor,-61.92
C545127,10018,SCENTED REED DIFFUSER GREEN,-7,2023-03-02 00:00,12.87,,Spain,Home Decor,-90.09
C545127,10075,CERAMIC PLANT POT SET LARGE,-2,2023-03-02 00:00,10.83,,Spain,Garden,-21.66
C545127,10014,WICKER STORAGE BASKET GREEN,-5,2023-03-02 00:00,3.71,,Spain,Home Decor,-18.55
C545127,10058,CLAY MODELLING KIT,-5,2023-03-02 00:00,16.19,,Spain,Toys & Games,-80.95
C545127,10003,HANGING HEART DECORATION LARGE,-5,2023-03-02 00:00,2.9,,Spain,Home Decor,-14.5
C545135,10001,VINTAGE CANDLE HOLDER SMALL,-10,2024-04-01 00:00,4.24,C11581,United Kingdom,Home Decor,-42.400000000000006
C545175,10053,PLUSH BEAR COLLECTION BLUE,-7,2024-07-29 00:00,5.87,C14117,United Kingdom,Toys & Games,-41.09
C545175,10070,WASHI TAPE COLLECTION BLUE,-12,2024-07-29 00:00,5.43,C14117,United Kingdom,Stationery,-65.16
C545175,10075,CERAMIC PLANT POT SET LARGE,-9,2024-07-29 00:00,10.83,C14117,United Kingdom,Garden,-97.47
C545175,10022,FLORAL TEA SET BLUE,-6,2024-07-29 00:00,24.65,C14117,United Kingdom,Kitchen,-147.89999999999998
C545175,10039,RIBBON BUNDLE PACK BLUE,-5,2024-07-29 00:00,10.86,C14117,United Kingdom,Gifts & Cards,-54.3
C545184,10029,HERB GARDEN PLANTER SMALL,-8,2024-03-11 00:00,6.66,C12991,United Kingdom,Kitchen,-53.28
C545191,10045,LUXURY TISSUE PAPER SET GREEN,-8,2024-03-25 00:00,5.11,C11246,United Kingdom,Gifts & Cards,-40.88
C545235,10034,PERSONALISED BIRTHDAY CARD SMALL,-6,2024-10-16 00:00,8.16,C10278,United Kingdom,Gifts & Cards,-48.96
C545235,10087,WOOL FELT HAT SMALL,-8,2024-10-16 00:00,21.1,C10278,United Kingdom,Clothing,-168.8
C545235,10070,WASHI TAPE COLLECTION BLUE,-9,2024-10-16 00:00,5.43,C10278,United Kingdom,Stationery,-48.87
C545235,10038,GIFT WRAP SET ASSORTED BLUE,-7,2024-10-16 00:00,9.16,C10278,United Kingdom,Gifts & Cards,-64.12
C545235,10040,RIBBON BUNDLE PACK LARGE,-3,2024-10-16 00:00,5.3,C10278,United Kingdom,Gifts & Cards,-15.9
C545235,10013,STRING LIGHT GARLAND SMALL,-6,2024-10-16 00:00,6.71,C10278,United Kingdom,Home Decor,-40.26
C545235,10027,GLASS STORAGE JARS SET,-10,2024-10-16 00:00,7.25,C10278,United Kingdom,Kitchen,-72.5
C545278,10079,BUTTERFLY WIND SPINNER LARGE,-8,2024-05-10 00:00,24.74,C10949,United Kingdom,Garden,-197.92
C545286,10070,WASHI TAPE COLLECTION BLUE,-11,2023-05-10 00:00,5.43,C12042,United Kingdom,Stationery,-59.73
C545292,10092,COTTON SLEEP MASK SET GREEN,-6,2024-11-22 00:00,23.51,C10140,Australia,Clothing,-141.06
C545292,10025,CAST IRON SKILLET BLUE,-11,2024-11-22 00:00,9.85,C10140,Australia,Kitchen,-108.35
C545292,10052,PLUSH BEAR COLLECTION SMALL,-3,2024-11-22 00:00,16.71,C10140,Australia,Toys & Games,-50.13
C545292,10083,BIRD FEEDER HANGING RED,-8,2024-11-22 00:00,9.9,C10140,Australia,Garden,-79.2
C545292,10036,PERSONALISED BIRTHDAY CARD RED,-7,2024-11-22 00:00,11.05,C10140,Australia,Gifts & Cards,-77.35000000000001
C545333,10090,LINEN APRON WITH POCKET RED,-12,2023-04-02 00:00,12.61,C11758,United Kingdom,Clothing,-151.32
C545333,10049,RETRO TIN TOY CAR LARGE,-12,2023-04-02 00:00,6.01,C11758,United Kingdom,Toys & Games,-72.12
C545349,10061,FOAM DART BLASTER RED,-2,2024-08-27 00:00,9.5,C11123,United Kingdom,Toys & Games,-19.0
C545349,10051,RETRO TIN TOY CAR SMALL,-10,2024-08-27 00:00,15.25,C11123,United Kingdom,Toys & Games,-152.5
C545349,10038,GIFT WRAP SET ASSORTED BLUE,-10,2024-08-27 00:00,9.16,C11123,United Kingdom,Gifts & Cards,-91.6
C545349,10026,GLASS STORAGE JARS SET BLUE,-10,2024-08-27 00:00,14.05,C11123,United Kingdom,Kitchen,-140.5
C545349,10015,RUSTIC MIRROR FRAME LARGE,-12,2024-08-27 00:00,12.59,C11123,United Kingdom,Home Decor,-151.07999999999998
C545349,10009,METAL WALL CLOCK LARGE,-9,2024-08-27 00:00,12.62,C11123,United Kingdom,Home Decor,-113.58
