CustomerID,Recency,Frequency,Monetary,AvgOrderValue,NumCategories,FirstPurchase,LastPurchase,CustomerAge,AvgSentiment,Cluster,Segment
C10899,225,4,2544.02,106.0,7,2023-08-09,2024-04-20,255,0.6446277777777778,0,Lost / Inactive
C10900,39,3,1737.02,157.91,6,2023-11-18,2024-10-23,340,0.7059555555555556,0,Lost / Inactive
C10901,26,4,1023.51,113.72,5,2023-11-04,2024-11-05,367,0.467775,0,Lost / Inactive
C10902,6,2,580.15,116.03,4,2023-12-07,2024-11-25,354,0.7959,0,Lost / Inactive
C10903,357,2,2001.3,200.13,5,2023-06-12,2023-12-10,181,0.76072,0,Lost / Inactive
C10904,391,1,293.0,146.5,1,2023-11-06,2023-11-06,0,0.8687,0,Lost / Inactive
C10905,26,3,4172.61,231.81,6,2023-10-07,2024-11-05,395,0.38319000000000003,0,Lost / Inactive
C10906,3,5,1064.25,152.04,5,2022-12-16,2024-11-28,713,0.35414,0,Lost / Inactive
C10907,10,4,916.31,114.54,5,2022-12-06,2024-11-21,716,0.44083333333333335,0,Lost / Inactive
C10908,383,3,1241.98,138.0,5,2023-04-18,2023-11-14,210,0.553,0,Lost / Inactive
C10910,234,4,2202.86,129.58,6,2023-05-25,2024-04-11,322,0.11655,0,Lost / Inactive
C10911,222,13,4549.57,119.73,6,2023-03-11,2024-04-23,409,0.235005,0,Lost / Inactive
C10912,358,2,1227.01,153.38,6,2023-09-04,2023-12-09,96,0.30428571428571427,0,Lost / Inactive
C10913,7,2,1796.07,149.67,6,2024-07-24,2024-11-24,123,0.48655454545454546,0,Lost / Inactive
C10914,13,3,1380.18,153.35,5,2023-02-08,2024-11-18,649,0.5476142857142857,0,Lost / Inactive
C10915,236,2,1353.75,150.42,5,2023-04-19,2024-04-09,356,0.2743,0,Lost / Inactive
C10916,13,33,14564.54,150.15,7,2022-12-11,2024-11-18,708,0.47587543859649123,0,Lost / Inactive
C10917,552,4,1530.9,117.76,6,2022-12-22,2023-05-29,158,0.4106363636363637,0,Lost / Inactive
C10918,352,4,2353.24,106.97,6,2022-12-11,2023-12-15,369,0.6975666666666667,0,Lost / Inactive
C10919,139,6,1673.9,111.59,5,2023-02-04,2024-07-15,527,0.5531272727272728,0,Lost / Inactive
C10920,275,2,420.48,210.24,2,2023-06-15,2024-03-01,260,-0.12155000000000002,0,Lost / Inactive
C10921,6,8,2572.76,135.41,6,2022-12-18,2024-11-25,708,0.5467357142857143,0,Lost / Inactive
C10922,281,1,712.28,142.46,4,2024-02-24,2024-02-24,0,0.28950000000000004,0,Lost / Inactive
C10923,308,3,769.2,109.89,5,2023-03-08,2024-01-28,326,0.23423333333333338,0,Lost / Inactive
C10924,295,2,1027.98,128.5,5,2023-12-18,2024-02-10,54,-0.29365,0,Lost / Inactive
C10925,74,4,2623.95,124.95,7,2023-06-17,2024-09-18,459,0.4435363636363636,0,Lost / Inactive
C10926,95,3,614.41,122.88,4,2023-05-27,2024-08-28,459,0.4845333333333333,0,Lost / Inactive
C10927,145,3,1977.07,164.76,6,2023-04-24,2024-07-09,442,0.3328,0,Lost / Inactive
C10928,418,2,1197.18,119.72,5,2023-03-23,2023-10-10,201,0.5740428571428572,0,Lost / Inactive
C10929,1,12,4686.45,167.37,7,2022-12-11,2024-11-30,720,0.050321052631578954,0,Lost / Inactive
C10930,224,2,933.89,155.65,3,2023-03-27,2024-04-21,391,-0.0007499999999999972,0,Lost / Inactive
C10932,362,2,1458.27,182.28,5,2023-02-18,2023-12-05,290,0.427525,0,Lost / Inactive
C10933,8,35,15330.42,125.66,7,2022-12-08,2024-11-23,716,0.3585041666666667,0,Lost / Inactive
C10934,716,1,82.42,41.21,2,2022-12-16,2022-12-16,0,0.8599,0,Lost / Inactive
C10935,65,5,2538.84,169.26,7,2022-12-21,2024-09-27,646,0.6786833333333333,0,Lost / Inactive
C10936,475,1,619.17,123.83,4,2023-08-14,2023-08-14,0,0.7349,0,Lost / Inactive
C10937,345,2,892.26,99.14,5,2023-02-12,2023-12-22,313,0.551575,0,Lost / Inactive
C10939,407,3,641.53,71.28,5,2022-12-07,2023-10-21,318,0.37392499999999995,0,Lost / Inactive
C10940,22,4,1123.22,112.32,5,2023-02-21,2024-11-09,627,0.35813333333333336,0,Lost / Inactive
C10941,310,2,528.8,88.13,5,2022-12-04,2024-01-26,418,0.4047,0,Lost / Inactive
C10942,11,1,3.06,3.06,1,2024-11-20,2024-11-20,0,0.0,0,Lost / Inactive
C10943,70,8,3948.99,136.17,7,2023-05-19,2024-09-22,492,0.49376000000000003,0,Lost / Inactive
C10944,18,23,9361.21,164.23,7,2022-12-06,2024-11-13,708,0.5902794871794872,0,Lost / Inactive
C10945,178,1,336.71,168.36,1,2024-06-06,2024-06-06,0,0.923,0,Lost / Inactive
C10946,427,1,21.2,21.2,1,2023-10-01,2023-10-01,0,0.3875,0,Lost / Inactive
C10947,195,3,450.14,150.05,3,2022-12-25,2024-05-20,512,0.7003,0,Lost / Inactive
C10948,184,2,2474.0,164.93,7,2022-12-14,2024-05-31,534,0.6482615384615384,0,Lost / Inactive
C10949,5,4,739.55,82.17,5,2022-12-27,2024-11-26,700,0.8367333333333334,0,Lost / Inactive
C10950,395,2,1817.67,165.24,5,2023-02-27,2023-11-02,248,0.7742666666666667,0,Lost / Inactive
C10952,12,4,955.7,136.53,5,2023-02-26,2024-11-19,632,0.6989,0,Lost / Inactive
C10953,159,3,467.74,93.55,3,2023-11-09,2024-06-25,229,0.3485666666666667,0,Lost / Inactive
C10954,396,2,1612.13,201.52,5,2023-06-23,2023-11-01,131,0.55435,0,Lost / Inactive
C10955,103,7,3230.25,115.37,7,2022-12-17,2024-08-20,612,0.3587947368421053,0,Lost / Inactive
C10956,450,1,46.72,46.72,1,2023-09-08,2023-09-08,0,0.0,0,Lost / Inactive
C10957,205,5,2570.4,135.28,6,2023-06-05,2024-05-10,340,0.7095363636363636,0,Lost / Inactive
C10958,3,6,4359.09,140.62,6,2023-07-31,2024-11-28,486,0.3366277777777778,0,Lost / Inactive
C10959,28,8,4729.04,157.63,7,2023-05-16,2024-11-03,537,0.5106466666666667,0,Lost / Inactive
C10960,344,3,2372.44,158.16,6,2023-03-20,2023-12-23,278,0.5219454545454546,0,Lost / Inactive
C10961,6,27,12949.41,159.87,7,2022-12-03,2024-11-25,723,0.4547846153846154,0,Lost / Inactive
C10962,531,1,254.15,254.15,1,2023-06-19,2023-06-19,0,0.8045,0,Lost / Inactive
C10963,508,3,618.67,123.73,4,2023-02-08,2023-07-12,154,0.26926666666666665,0,Lost / Inactive
C10964,131,1,22.02,22.02,1,2024-07-23,2024-07-23,0,0.923,0,Lost / Inactive
C10965,18,10,3809.54,122.89,7,2023-02-19,2024-11-13,633,0.3674941176470588,0,Lost / Inactive
C10966,7,6,1923.91,147.99,5,2022-12-01,2024-11-24,724,0.41112000000000004,0,Lost / Inactive
C10967,251,3,1047.12,261.78,3,2023-04-19,2024-03-25,341,-0.8203,0,Lost / Inactive
C10968,151,7,1888.79,111.11,7,2023-01-12,2024-07-03,538,0.3877181818181818,0,Lost / Inactive
C10969,1,5,1578.7,105.25,4,2024-03-08,2024-11-30,267,0.43885,0,Lost / Inactive
C10970,12,4,1556.08,222.3,5,2023-12-02,2024-11-19,353,0.26455,0,Lost / Inactive
C10971,196,5,1453.47,145.35,5,2022-12-26,2024-05-19,510,0.07711111111111107,0,Lost / Inactive
C10972,297,8,4091.93,186.0,7,2022-12-13,2024-02-08,422,0.34918125,0,Lost / Inactive
C10973,210,10,5002.33,185.27,7,2022-12-03,2024-05-05,519,0.6191210526315789,0,Lost / Inactive
C10974,262,4,2688.24,134.41,7,2023-02-03,2024-03-14,405,0.3177384615384616,0,Lost / Inactive
C10975,10,13,6101.56,160.57,7,2022-12-10,2024-11-21,712,0.48593913043478265,0,Lost / Inactive
C10977,259,3,2462.87,144.87,7,2022-12-05,2024-03-17,468,0.421625,0,Lost / Inactive
C10978,453,5,3257.27,155.11,7,2022-12-26,2023-09-05,253,0.5501583333333333,0,Lost / Inactive
C10979,23,3,3457.97,138.32,7,2023-04-10,2024-11-08,578,0.5548214285714286,0,Lost / Inactive
C10980,16,3,2069.11,114.95,7,2023-11-04,2024-11-15,377,0.41441333333333336,0,Lost / Inactive
C10981,225,2,1793.35,224.17,5,2022-12-04,2024-04-20,503,0.4970666666666667,0,Lost / Inactive
C10982,6,15,4750.23,131.95,7,2022-12-21,2024-11-25,705,0.36693888888888887,0,Lost / Inactive
C10983,427,3,499.19,124.8,2,2023-02-06,2023-10-01,237,0.7816666666666666,0,Lost / Inactive
C10984,538,1,261.27,261.27,1,2023-06-12,2023-06-12,0,0.5719,0,Lost / Inactive
C10986,25,4,3072.63,146.32,7,2023-08-14,2024-11-06,450,0.5276,0,Lost / Inactive
C10987,11,13,4851.42,142.69,7,2023-05-02,2024-11-20,568,0.3882545454545454,0,Lost / Inactive
C10988,355,1,873.23,218.31,4,2023-12-12,2023-12-12,0,0.8989,0,Lost / Inactive
C10989,128,6,5274.44,155.13,7,2022-12-11,2024-07-26,593,0.5282473684210526,0,Lost / Inactive
C10990,7,3,357.37,89.34,3,2023-09-09,2024-11-24,442,0.828,0,Lost / Inactive
C10991,264,2,783.87,97.98,5,2023-11-14,2024-03-12,119,0.44095000000000006,0,Lost / Inactive
C10992,251,5,710.54,88.82,4,2022-12-17,2024-03-25,464,0.7232000000000001,0,Lost / Inactive
C10993,32,6,1143.7,103.97,7,2023-04-21,2024-10-30,558,0.4571714285714286,0,Lost / Inactive
C10994,393,2,641.64,160.41,4,2023-05-23,2023-11-04,165,0.396675,0,Lost / Inactive
C10995,12,5,2807.98,165.18,7,2022-12-03,2024-11-19,717,0.8615714285714285,0,Lost / Inactive
C10996,512,2,994.0,198.8,4,2022-12-06,2023-07-08,214,0.8109500000000001,0,Lost / Inactive
C10997,8,2,2353.12,213.92,4,2022-12-31,2024-11-23,693,0.5163142857142857,0,Lost / Inactive
C10998,92,1,24.3,24.3,1,2024-08-31,2024-08-31,0,0.6989,0,Lost / Inactive
C10999,6,1,9.18,9.18,1,2024-11-25,2024-11-25,0,0.0,0,Lost / Inactive
C11000,344,6,2657.59,126.55,6,2022-12-17,2023-12-23,371,0.3570461538461539,0,Lost / Inactive
C11001,266,3,1141.87,142.73,4,2023-08-12,2024-03-10,211,0.37753333333333333,0,Lost / Inactive
C11002,7,7,3499.07,166.62,7,2022-12-07,2024-11-24,718,0.4491538461538462,0,Lost / Inactive
C11003,260,2,1325.85,94.7,6,2023-09-10,2024-03-16,188,0.6238666666666667,0,Lost / Inactive
C11004,393,1,101.76,101.76,1,2023-11-04,2023-11-04,0,0.7579,0,Lost / Inactive
C11005,6,21,12384.48,152.89,7,2022-12-07,2024-11-25,719,0.5405533333333333,0,Lost / Inactive
C11006,613,1,183.0,183.0,1,2023-03-29,2023-03-29,0,-0.438,0,Lost / Inactive
C11007,75,3,2080.12,173.34,6,2023-05-09,2024-09-17,497,0.45055,0,Lost / Inactive
C11008,39,3,1169.04,233.81,4,2023-01-07,2024-10-23,655,0.74985,0,Lost / Inactive
C11009,8,2,900.26,180.05,4,2023-10-23,2024-11-23,397,-0.12686666666666666,0,Lost / Inactive
C11010,12,13,6599.68,160.97,7,2023-03-25,2024-11-19,605,0.33929000000000004,0,Lost / Inactive
C11011,83,7,4933.3,189.74,7,2022-12-25,2024-09-09,624,0.4942529411764706,0,Lost / Inactive
C11012,39,23,10166.09,128.68,7,2022-12-26,2024-10-23,667,0.37037678571428573,0,Lost / Inactive
C11013,29,5,6847.7,171.19,7,2023-03-06,2024-11-02,607,0.21518,0,Lost / Inactive
C11014,590,2,270.53,135.26,2,2022-12-30,2023-04-21,112,0.56965,0,Lost / Inactive
C11015,31,3,232.32,58.08,4,2023-03-17,2024-10-31,594,0.0,0,Lost / Inactive
C11016,27,4,2656.41,189.74,6,2023-04-24,2024-11-04,560,0.641975,0,Lost / Inactive
C11017,1,4,3634.76,151.45,7,2023-03-25,2024-11-30,616,0.40219285714285713,0,Lost / Inactive
C11018,15,5,1725.66,101.51,5,2022-12-29,2024-11-16,688,0.48081538461538464,0,Lost / Inactive
C11019,19,2,986.78,246.7,3,2024-10-21,2024-11-12,22,0.6760333333333334,0,Lost / Inactive
C11020,159,3,1175.47,106.86,5,2023-03-29,2024-06-25,454,0.48931250000000004,0,Lost / Inactive
C11021,24,5,710.0,118.33,4,2022-12-03,2024-11-07,705,0.3694,0,Lost / Inactive
C11022,52,9,4339.63,131.5,7,2022-12-07,2024-10-10,673,0.454635294117647,0,Lost / Inactive
C11023,241,1,11.45,11.45,1,2024-04-04,2024-04-04,0,0.5719,0,Lost / Inactive
C11024,49,4,3205.87,291.44,7,2023-08-04,2024-10-13,436,0.6373,0,Lost / Inactive
C11025,726,1,1009.03,168.17,3,2022-12-06,2022-12-06,0,0.425975,0,Lost / Inactive
C11026,1,11,5344.3,172.4,6,2022-12-06,2024-11-30,725,0.5113285714285715,0,Lost / Inactive
C11027,354,3,1675.8,186.2,5,2023-03-15,2023-12-13,273,0.43073333333333336,0,Lost / Inactive
C11028,100,4,5581.87,174.43,7,2023-04-01,2024-08-23,510,0.5055785714285714,0,Lost / Inactive
C11029,702,1,984.25,164.04,4,2022-12-30,2022-12-30,0,0.7602666666666668,0,Lost / Inactive
C11030,92,3,1854.28,231.78,5,2023-02-09,2024-08-31,569,-0.4194333333333333,0,Lost / Inactive
C11031,236,2,733.64,91.7,5,2024-03-07,2024-04-09,33,0.7659333333333334,0,Lost / Inactive
C11032,509,4,3520.3,146.68,7,2022-12-29,2023-07-11,194,0.3804222222222222,0,Lost / Inactive
C11033,358,4,1871.53,170.14,5,2023-10-29,2023-12-09,41,0.2331,0,Lost / Inactive
C11034,284,6,1445.96,131.45,6,2022-12-30,2024-02-21,418,0.17058,0,Lost / Inactive
C11035,74,5,1367.65,136.76,5,2023-08-16,2024-09-18,399,0.7957714285714286,0,Lost / Inactive
C11036,25,5,2629.39,175.29,5,2023-03-05,2024-11-06,612,0.4843181818181818,0,Lost / Inactive
C11037,351,4,3350.17,197.07,7,2023-02-05,2023-12-16,314,0.45910000000000006,0,Lost / Inactive
C11038,20,5,2962.02,155.9,6,2023-11-05,2024-11-11,372,0.5004125,0,Lost / Inactive
C11039,12,5,2433.06,110.59,7,2024-01-09,2024-11-19,315,0.3864916666666667,0,Lost / Inactive
C11040,265,6,747.12,106.73,4,2022-12-11,2024-03-11,456,0.009949999999999959,0,Lost / Inactive
C11042,104,7,5845.36,201.56,7,2022-12-10,2024-08-19,618,0.34755625,0,Lost / Inactive
C11043,211,3,2455.35,144.43,6,2023-02-22,2024-05-04,437,0.44193846153846156,0,Lost / Inactive
C11044,190,5,1645.29,149.57,5,2023-12-13,2024-05-25,164,0.50358,0,Lost / Inactive
C11045,71,3,952.23,119.03,4,2022-12-21,2024-09-21,640,0.68048,0,Lost / Inactive
C11046,137,2,2104.74,150.34,6,2024-07-11,2024-07-17,6,0.5864444444444444,0,Lost / Inactive
C11047,26,10,4839.3,161.31,7,2023-05-21,2024-11-05,534,0.680195,0,Lost / Inactive
C11048,194,3,2011.37,111.74,6,2022-12-25,2024-05-21,513,0.21271333333333334,0,Lost / Inactive
C11049,225,12,5969.11,145.59,7,2022-12-11,2024-04-20,496,0.14501176470588237,0,Lost / Inactive
C11050,32,3,1296.84,324.21,3,2023-08-07,2024-10-30,450,0.22315000000000002,0,Lost / Inactive
C11051,12,13,5487.28,161.39,7,2022-12-14,2024-11-19,706,0.441452,0,Lost / Inactive
C11052,183,6,2508.7,139.37,7,2023-01-20,2024-06-01,498,0.43810000000000004,0,Lost / Inactive
C11053,4,1,40.92,40.92,1,2024-11-27,2024-11-27,0,0.0,0,Lost / Inactive
C11054,8,9,2231.07,123.95,7,2023-02-23,2024-11-23,639,0.7192461538461538,0,Lost / Inactive
C11055,10,4,2173.82,144.92,5,2023-02-08,2024-11-21,652,0.3641666666666667,0,Lost / Inactive
C11056,47,1,186.2,62.07,3,2024-10-15,2024-10-15,0,0.8716,0,Lost / Inactive
C11057,255,3,1140.76,162.97,5,2023-10-21,2024-03-21,152,0.40395000000000003,0,Lost / Inactive
C11058,18,9,3720.44,132.87,7,2022-12-27,2024-11-13,687,0.38121578947368423,0,Lost / Inactive
C11059,30,5,2265.28,205.93,5,2023-02-25,2024-11-01,615,0.12176666666666668,0,Lost / Inactive
C11060,249,1,92.07,92.07,1,2024-03-27,2024-03-27,0,0.0,0,Lost / Inactive
C11062,353,5,1602.06,133.5,7,2022-12-01,2023-12-14,378,0.37797777777777775,0,Lost / Inactive
C11063,339,7,2796.08,174.76,7,2022-12-20,2023-12-28,373,0.3844818181818182,0,Lost / Inactive
C11064,450,3,832.83,277.61,3,2023-04-02,2023-09-08,159,0.8499,0,Lost / Inactive
C11065,44,7,1720.13,143.34,6,2022-12-21,2024-10-18,667,0.34546,0,Lost / Inactive
C11066,7,2,408.98,204.49,1,2023-04-07,2024-11-24,597,0.0,0,Lost / Inactive
C11067,448,3,541.42,67.68,4,2023-04-04,2023-09-10,159,0.8066666666666666,0,Lost / Inactive
C11070,11,11,3599.06,149.96,7,2022-12-25,2024-11-20,696,0.32968333333333333,0,Lost / Inactive
C11071,23,2,272.41,90.8,3,2024-10-22,2024-11-08,17,0.2358333333333333,0,Lost / Inactive
C11072,89,1,406.2,135.4,3,2024-09-03,2024-09-03,0,0.6792666666666666,0,Lost / Inactive
C11073,167,4,1044.21,208.84,3,2023-04-16,2024-06-17,428,0.112825,0,Lost / Inactive
C11074,20,2,1118.78,186.46,4,2024-08-24,2024-11-11,79,0.012275000000000008,0,Lost / Inactive
C11075,722,1,83.26,41.63,2,2022-12-10,2022-12-10,0,0.73745,0,Lost / Inactive
C11076,29,3,236.87,59.22,4,2022-12-29,2024-11-02,674,0.16333333333333333,0,Lost / Inactive
C11077,412,1,695.63,173.91,2,2023-10-16,2023-10-16,0,0.8799666666666667,0,Lost / Inactive
C11078,180,1,79.92,79.92,1,2024-06-04,2024-06-04,0,0.7003,0,Lost / Inactive
C11080,563,3,772.02,257.34,3,2022-12-04,2023-05-18,165,0.24250000000000002,0,Lost / Inactive
C11081,6,17,8802.34,183.38,7,2022-12-16,2024-11-25,710,0.32936129032258066,0,Lost / Inactive
C11082,142,4,723.87,90.48,5,2023-09-23,2024-07-12,293,0.737175,0,Lost / Inactive
C11084,39,3,536.9,134.22,3,2023-10-10,2024-10-23,379,0.8118,0,Lost / Inactive
C11085,25,5,3243.4,249.49,7,2022-12-07,2024-11-06,700,0.5191222222222223,0,Lost / Inactive
C11086,19,5,1302.37,130.24,5,2023-05-03,2024-11-12,559,0.4404,0,Lost / Inactive
C11087,239,2,546.38,91.06,3,2023-11-05,2024-04-06,153,0.8625,0,Lost / Inactive
C11088,3,11,4405.56,125.87,7,2023-07-30,2024-11-28,487,0.6593000000000001,0,Lost / Inactive
C11089,693,2,1400.31,140.03,5,2022-12-17,2023-01-08,22,0.70348,0,Lost / Inactive
C11090,348,1,91.2,91.2,1,2023-12-19,2023-12-19,0,0.7092,0,Lost / Inactive
C11091,22,8,2521.31,180.09,6,2023-04-28,2024-11-09,561,0.44489090909090906,0,Lost / Inactive
C11092,139,3,504.24,126.06,3,2023-09-27,2024-07-15,292,0.22315000000000002,0,Lost / Inactive
C11093,58,3,707.21,141.44,4,2023-01-31,2024-10-04,612,0.5866800000000001,0,Lost / Inactive
C11094,169,2,1793.06,224.13,4,2023-11-02,2024-06-15,226,0.15424,0,Lost / Inactive
C11095,137,7,5757.78,169.35,7,2023-03-19,2024-07-17,486,0.6144043478260869,0,Lost / Inactive
C11096,644,1,246.83,82.28,3,2023-02-26,2023-02-26,0,0.8764333333333333,0,Lost / Inactive
C11097,5,9,2486.08,118.38,6,2022-12-06,2024-11-26,721,0.5309916666666666,0,Lost / Inactive
C11098,94,3,513.97,102.79,4,2023-09-18,2024-08-29,346,0.19285,0,Lost / Inactive
C11099,9,8,3144.78,157.24,7,2022-12-05,2024-11-22,718,0.52909,0,Lost / Inactive
C11100,30,1,1006.57,251.64,4,2024-11-01,2024-11-01,0,0.09904999999999999,0,Lost / Inactive
C11101,15,6,1377.01,98.36,6,2022-12-24,2024-11-16,693,0.39163749999999997,0,Lost / Inactive
C11102,22,2,142.46,71.23,2,2022-12-18,2024-11-09,692,0.5921,0,Lost / Inactive
C11103,23,10,4405.45,142.11,7,2022-12-04,2024-11-08,705,0.5524944444444445,0,Lost / Inactive
C11104,370,2,1089.74,181.62,3,2023-07-27,2023-11-27,123,0.3620333333333334,0,Lost / Inactive
C11105,41,2,1123.72,102.16,6,2023-12-29,2024-10-21,297,0.23149999999999998,0,Lost / Inactive
C11106,333,1,37.83,37.83,1,2024-01-03,2024-01-03,0,-0.3252,0,Lost / Inactive
C11107,252,3,537.43,89.57,5,2023-05-23,2024-03-24,306,0.42188333333333333,0,Lost / Inactive
C11108,335,2,383.23,76.65,5,2023-11-30,2024-01-01,32,0.0338,0,Lost / Inactive
C11109,27,11,5839.56,157.83,7,2022-12-20,2024-11-04,685,0.5491722222222222,0,Lost / Inactive
C11110,65,22,8609.59,162.45,7,2022-12-08,2024-09-27,659,0.5659921052631579,0,Lost / Inactive
C11111,7,3,395.54,65.92,5,2023-03-18,2024-11-24,617,0.6007166666666667,0,Lost / Inactive
C11112,26,11,4151.14,125.79,7,2022-12-03,2024-11-05,703,0.5287095238095239,0,Lost / Inactive
C11113,75,3,2400.47,184.65,6,2023-03-28,2024-09-17,539,0.24877272727272726,0,Lost / Inactive
C11114,546,3,1089.63,136.2,5,2022-12-10,2023-06-04,176,0.51545,0,Lost / Inactive
C11115,27,2,230.67,76.89,2,2022-12-27,2024-11-04,678,0.3467,0,Lost / Inactive
C11116,375,4,5223.09,163.22,7,2023-08-01,2023-11-22,113,0.4622421052631579,0,Lost / Inactive
C11117,18,28,12059.57,152.65,7,2023-03-29,2024-11-13,595,0.5215,0,Lost / Inactive
C11118,14,4,2520.0,180.0,6,2022-12-03,2024-11-17,715,0.423075,0,Lost / Inactive
C11119,312,2,942.53,157.09,4,2023-03-23,2024-01-24,307,0.52982,0,Lost / Inactive
C11120,160,1,935.07,187.01,2,2024-06-24,2024-06-24,0,0.54555,0,Lost / Inactive
C11121,236,5,1353.34,225.56,3,2023-09-01,2024-04-09,221,0.63606,0,Lost / Inactive
C11122,11,4,1131.09,102.83,4,2023-05-19,2024-11-20,551,0.42104444444444444,0,Lost / Inactive
C11123,1,270,136421.96,146.06,7,2022-12-02,2024-11-30,729,0.45883442906574395,1,Champions
C11124,191,7,3309.23,157.58,7,2022-12-29,2024-05-24,512,0.44419411764705885,0,Lost / Inactive
C11125,132,4,483.36,80.56,4,2022-12-09,2024-07-22,591,-6.666666666667782e-05,0,Lost / Inactive
C11126,393,1,229.6,229.6,1,2023-11-04,2023-11-04,0,0.0,0,Lost / Inactive
C11127,377,1,83.44,83.44,1,2023-11-20,2023-11-20,0,0.923,0,Lost / Inactive
C11128,16,5,2551.26,150.07,7,2023-02-09,2024-11-15,645,0.5163666666666666,0,Lost / Inactive
C11129,71,2,175.2,87.6,2,2024-04-05,2024-09-21,169,0.0,0,Lost / Inactive
C11130,634,1,547.12,182.37,3,2023-03-08,2023-03-08,0,0.3243333333333333,0,Lost / Inactive
C11131,482,2,284.0,142.0,1,2023-02-22,2023-08-07,166,0.13934999999999997,0,Lost / Inactive
C11132,646,2,490.68,245.34,2,2023-02-22,2023-02-24,2,0.29764999999999997,0,Lost / Inactive
C11133,20,3,264.92,66.23,3,2023-02-19,2024-11-11,631,0.16756666666666672,0,Lost / Inactive
C11134,277,2,805.27,161.05,3,2022-12-22,2024-02-28,433,0.4066,0,Lost / Inactive
C11135,437,2,117.01,58.5,2,2023-03-24,2023-09-21,181,0.0,0,Lost / Inactive
C11136,194,5,2469.73,117.61,7,2022-12-04,2024-05-21,534,0.431975,0,Lost / Inactive
C11137,402,5,1958.35,108.8,7,2022-12-02,2023-10-26,328,0.12090909090909091,0,Lost / Inactive
C11138,93,3,5106.9,154.75,7,2023-12-05,2024-08-30,269,0.3102666666666667,0,Lost / Inactive
C11139,10,9,3393.63,188.54,7,2022-12-02,2024-11-21,720,0.35905555555555557,0,Lost / Inactive
C11140,367,2,350.12,87.53,4,2023-07-09,2023-11-30,144,0.11617999999999999,0,Lost / Inactive
C11141,399,2,989.06,164.84,4,2022-12-15,2023-10-29,318,0.6817,0,Lost / Inactive
C11142,711,1,65.16,65.16,1,2022-12-21,2022-12-21,0,0.6989,0,Lost / Inactive
C11143,20,9,4405.55,142.11,7,2023-04-02,2024-11-11,589,0.5583428571428571,0,Lost / Inactive
C11144,125,6,2328.72,291.09,5,2022-12-08,2024-07-29,599,0.5235200000000001,0,Lost / Inactive
C11145,240,2,1343.12,191.87,6,2023-09-09,2024-04-05,209,0.12315000000000002,0,Lost / Inactive
C11146,24,3,972.58,121.57,5,2022-12-11,2024-11-07,697,0.54264,0,Lost / Inactive
C11147,260,3,362.78,120.93,3,2023-11-03,2024-03-16,134,0.59035,0,Lost / Inactive
C11149,16,11,5354.58,144.72,7,2022-12-14,2024-11-15,702,0.49977200000000005,0,Lost / Inactive
C11150,98,4,1062.33,106.23,6,2024-02-07,2024-08-25,200,0.25321111111111105,0,Lost / Inactive
C11151,460,1,761.06,253.69,2,2023-08-29,2023-08-29,0,0.84735,0,Lost / Inactive
C11152,8,4,3606.99,180.35,6,2022-12-17,2024-11-23,707,0.6834230769230769,0,Lost / Inactive
C11153,59,4,3105.03,221.79,6,2022-12-24,2024-10-03,649,0.22597,0,Lost / Inactive
C11154,9,7,3711.81,154.66,7,2022-12-08,2024-11-22,715,0.33401333333333333,0,Lost / Inactive
C11155,728,1,542.81,77.54,5,2022-12-04,2022-12-04,0,0.7535000000000001,0,Lost / Inactive
C11157,9,8,1842.89,80.13,6,2023-04-14,2024-11-22,588,0.434525,0,Lost / Inactive
C11158,13,4,4495.42,140.48,7,2023-04-27,2024-11-18,571,0.49918095238095245,0,Lost / Inactive
C11159,67,6,3243.46,190.79,7,2022-12-28,2024-09-25,637,0.4808692307692307,0,Lost / Inactive
C11160,8,4,2537.65,158.6,7,2024-01-24,2024-11-23,304,0.6439333333333334,0,Lost / Inactive
C11161,518,1,631.73,90.25,6,2023-07-02,2023-07-02,0,0.5112285714285715,0,Lost / Inactive
C11163,535,3,1104.57,157.8,5,2023-03-21,2023-06-15,86,0.5783400000000001,0,Lost / Inactive
C11164,170,5,3012.38,177.2,6,2022-12-05,2024-06-14,557,0.29103999999999997,0,Lost / Inactive
C11165,251,5,2460.33,106.97,6,2022-12-28,2024-03-25,453,0.29821666666666663,0,Lost / Inactive
C11166,32,1,156.75,156.75,1,2024-10-30,2024-10-30,0,0.8748,0,Lost / Inactive
C11167,3,36,25681.46,200.64,7,2022-12-13,2024-11-28,716,0.45717500000000005,0,Lost / Inactive
C11168,188,2,717.02,239.01,3,2023-10-02,2024-05-27,238,0.48355,0,Lost / Inactive
C11169,378,1,221.1,221.1,1,2023-11-19,2023-11-19,0,0.8045,0,Lost / Inactive
C11170,46,2,1086.02,108.6,6,2023-11-18,2024-10-16,333,0.39366,0,Lost / Inactive
C11171,218,2,816.11,116.59,4,2023-09-16,2024-04-27,224,0.25229999999999997,0,Lost / Inactive
C11172,197,2,118.82,39.61,1,2023-09-14,2024-05-18,247,0.7929666666666666,0,Lost / Inactive
C11173,84,5,2954.13,134.28,7,2022-12-03,2024-09-08,645,0.45999090909090906,0,Lost / Inactive
C11174,536,1,61.16,61.16,1,2023-06-14,2023-06-14,0,0.8402,0,Lost / Inactive
C11175,264,1,52.36,52.36,1,2024-03-12,2024-03-12,0,0.0,0,Lost / Inactive
